VCD info: dumpfile sim/out/p1_top_tb.vcd opened for output.
t=6415000 instr=0 addr=0x000005f0 wstrb=0x0 wdata=0x0000000f rdata=0x0000000c trap=0
t=6445000 instr=1 addr=0x00000208 wstrb=0x0 wdata=0x0000000f rdata=0x0f45a283 trap=0
t=6465000 instr=0 addr=0x000010f0 wstrb=0xf wdata=0x0000000c rdata=0x00000000 trap=0
t=6495000 instr=1 addr=0x0000020c wstrb=0x0 wdata=0x0000000c rdata=0x0e552a23 trap=0
t=6515000 instr=0 addr=0x000005f4 wstrb=0x0 wdata=0x0000000c rdata=0x00000007 trap=0
t=6545000 instr=1 addr=0x00000210 wstrb=0x0 wdata=0x0000000c rdata=0x0f85a283 trap=0
t=6565000 instr=0 addr=0x000010f4 wstrb=0xf wdata=0x00000007 rdata=0x00000000 trap=0
t=6595000 instr=1 addr=0x00000214 wstrb=0x0 wdata=0x00000007 rdata=0x0e552c23 trap=0
t=6615000 instr=0 addr=0x000005f8 wstrb=0x0 wdata=0x00000007 rdata=0x00000007 trap=0
t=6645000 instr=1 addr=0x00000218 wstrb=0x0 wdata=0x00000007 rdata=0x0fc5a283 trap=0
t=6665000 instr=0 addr=0x000010f8 wstrb=0xf wdata=0x00000007 rdata=0x00000000 trap=0
t=6695000 instr=1 addr=0x0000021c wstrb=0x0 wdata=0x00000007 rdata=0x0e552e23 trap=0
t=6715000 instr=0 addr=0x000005fc wstrb=0x0 wdata=0x00000007 rdata=0x00000001 trap=0
t=6745000 instr=1 addr=0x00000220 wstrb=0x0 wdata=0x00000007 rdata=0x60000593 trap=0
t=6765000 instr=0 addr=0x000010fc wstrb=0xf wdata=0x00000001 rdata=0x00000000 trap=0
t=6795000 instr=1 addr=0x00000224 wstrb=0x0 wdata=0x00000001 rdata=0x0005a283 trap=0
t=6825000 instr=1 addr=0x00000228 wstrb=0x0 wdata=0x00000001 rdata=0x10552023 trap=0
t=6845000 instr=0 addr=0x00000600 wstrb=0x0 wdata=0x00000001 rdata=0x00000010 trap=0
t=6875000 instr=1 addr=0x0000022c wstrb=0x0 wdata=0x00000001 rdata=0x0045a283 trap=0
t=6895000 instr=0 addr=0x00001100 wstrb=0xf wdata=0x00000010 rdata=0x00000008 trap=0
t=6925000 instr=1 addr=0x00000230 wstrb=0x0 wdata=0x00000010 rdata=0x10552223 trap=0
t=6945000 instr=0 addr=0x00000604 wstrb=0x0 wdata=0x00000010 rdata=0x0000000c trap=0
t=6975000 instr=1 addr=0x00000234 wstrb=0x0 wdata=0x00000010 rdata=0x0085a283 trap=0
t=6995000 instr=0 addr=0x00001104 wstrb=0xf wdata=0x0000000c rdata=0x00000008 trap=0
t=7025000 instr=1 addr=0x00000238 wstrb=0x0 wdata=0x0000000c rdata=0x10552423 trap=0
t=7045000 instr=0 addr=0x00000608 wstrb=0x0 wdata=0x0000000c rdata=0x0000000f trap=0
t=7075000 instr=1 addr=0x0000023c wstrb=0x0 wdata=0x0000000c rdata=0x00c5a283 trap=0
t=7095000 instr=0 addr=0x00001108 wstrb=0xf wdata=0x0000000f rdata=0x00000008 trap=0
t=7125000 instr=1 addr=0x00000240 wstrb=0x0 wdata=0x0000000f rdata=0x10552623 trap=0
t=7145000 instr=0 addr=0x0000060c wstrb=0x0 wdata=0x0000000f rdata=0x0000000f trap=0
t=7175000 instr=1 addr=0x00000244 wstrb=0x0 wdata=0x0000000f rdata=0x0105a283 trap=0
t=7195000 instr=0 addr=0x0000110c wstrb=0xf wdata=0x0000000f rdata=0x00000000 trap=0
t=7225000 instr=1 addr=0x00000248 wstrb=0x0 wdata=0x0000000f rdata=0x10552823 trap=0
t=7245000 instr=0 addr=0x00000610 wstrb=0x0 wdata=0x0000000f rdata=0x00000004 trap=0
t=7275000 instr=1 addr=0x0000024c wstrb=0x0 wdata=0x0000000f rdata=0x0145a283 trap=0
t=7295000 instr=0 addr=0x00001110 wstrb=0xf wdata=0x00000004 rdata=0x00000000 trap=0
t=7325000 instr=1 addr=0x00000250 wstrb=0x0 wdata=0x00000004 rdata=0x10552a23 trap=0
t=7345000 instr=0 addr=0x00000614 wstrb=0x0 wdata=0x00000004 rdata=0x00000007 trap=0
t=7375000 instr=1 addr=0x00000254 wstrb=0x0 wdata=0x00000004 rdata=0x0185a283 trap=0
t=7395000 instr=0 addr=0x00001114 wstrb=0xf wdata=0x00000007 rdata=0x00000000 trap=0
t=7425000 instr=1 addr=0x00000258 wstrb=0x0 wdata=0x00000007 rdata=0x10552c23 trap=0
t=7445000 instr=0 addr=0x00000618 wstrb=0x0 wdata=0x00000007 rdata=0x00000010 trap=0
t=7475000 instr=1 addr=0x0000025c wstrb=0x0 wdata=0x00000007 rdata=0x01c5a283 trap=0
t=7495000 instr=0 addr=0x00001118 wstrb=0xf wdata=0x00000010 rdata=0x00000000 trap=0
t=7525000 instr=1 addr=0x00000260 wstrb=0x0 wdata=0x00000010 rdata=0x10552e23 trap=0
t=7545000 instr=0 addr=0x0000061c wstrb=0x0 wdata=0x00000010 rdata=0x0000000a trap=0
t=7575000 instr=1 addr=0x00000264 wstrb=0x0 wdata=0x00000010 rdata=0x0205a283 trap=0
t=7595000 instr=0 addr=0x0000111c wstrb=0xf wdata=0x0000000a rdata=0x00000000 trap=0
t=7625000 instr=1 addr=0x00000268 wstrb=0x0 wdata=0x0000000a rdata=0x12552023 trap=0
t=7645000 instr=0 addr=0x00000620 wstrb=0x0 wdata=0x0000000a rdata=0x00000009 trap=0
t=7675000 instr=1 addr=0x0000026c wstrb=0x0 wdata=0x0000000a rdata=0x0245a283 trap=0
t=7695000 instr=0 addr=0x00001120 wstrb=0xf wdata=0x00000009 rdata=0x00000000 trap=0
t=7725000 instr=1 addr=0x00000270 wstrb=0x0 wdata=0x00000009 rdata=0x12552223 trap=0
t=7745000 instr=0 addr=0x00000624 wstrb=0x0 wdata=0x00000009 rdata=0x0000000e trap=0
t=7775000 instr=1 addr=0x00000274 wstrb=0x0 wdata=0x00000009 rdata=0x0285a283 trap=0
t=7795000 instr=0 addr=0x00001124 wstrb=0xf wdata=0x0000000e rdata=0x00000000 trap=0
t=7825000 instr=1 addr=0x00000278 wstrb=0x0 wdata=0x0000000e rdata=0x12552423 trap=0
t=7845000 instr=0 addr=0x00000628 wstrb=0x0 wdata=0x0000000e rdata=0x00000003 trap=0
t=7875000 instr=1 addr=0x0000027c wstrb=0x0 wdata=0x0000000e rdata=0x02c5a283 trap=0
t=7895000 instr=0 addr=0x00001128 wstrb=0xf wdata=0x00000003 rdata=0x00000000 trap=0
t=7925000 instr=1 addr=0x00000280 wstrb=0x0 wdata=0x00000003 rdata=0x12552623 trap=0
t=7945000 instr=0 addr=0x0000062c wstrb=0x0 wdata=0x00000003 rdata=0x00000010 trap=0
t=7975000 instr=1 addr=0x00000284 wstrb=0x0 wdata=0x00000003 rdata=0x0305a283 trap=0
t=7995000 instr=0 addr=0x0000112c wstrb=0xf wdata=0x00000010 rdata=0x00000000 trap=0
t=8025000 instr=1 addr=0x00000288 wstrb=0x0 wdata=0x00000010 rdata=0x12552823 trap=0
t=8045000 instr=0 addr=0x00000630 wstrb=0x0 wdata=0x00000010 rdata=0x0000000f trap=0
t=8075000 instr=1 addr=0x0000028c wstrb=0x0 wdata=0x00000010 rdata=0x0345a283 trap=0
t=8095000 instr=0 addr=0x00001130 wstrb=0xf wdata=0x0000000f rdata=0x00000000 trap=0
t=8125000 instr=1 addr=0x00000290 wstrb=0x0 wdata=0x0000000f rdata=0x12552a23 trap=0
t=8145000 instr=0 addr=0x00000634 wstrb=0x0 wdata=0x0000000f rdata=0x0000000f trap=0
t=8175000 instr=1 addr=0x00000294 wstrb=0x0 wdata=0x0000000f rdata=0x0385a283 trap=0
t=8195000 instr=0 addr=0x00001134 wstrb=0xf wdata=0x0000000f rdata=0x00000000 trap=0
t=8225000 instr=1 addr=0x00000298 wstrb=0x0 wdata=0x0000000f rdata=0x12552c23 trap=0
t=8245000 instr=0 addr=0x00000638 wstrb=0x0 wdata=0x0000000f rdata=0x00000004 trap=0
t=8275000 instr=1 addr=0x0000029c wstrb=0x0 wdata=0x0000000f rdata=0x03c5a283 trap=0
t=8295000 instr=0 addr=0x00001138 wstrb=0xf wdata=0x00000004 rdata=0x00000000 trap=0
t=8325000 instr=1 addr=0x000002a0 wstrb=0x0 wdata=0x00000004 rdata=0x12552e23 trap=0
t=8345000 instr=0 addr=0x0000063c wstrb=0x0 wdata=0x00000004 rdata=0x0000000f trap=0
t=8375000 instr=1 addr=0x000002a4 wstrb=0x0 wdata=0x00000004 rdata=0x0405a283 trap=0
t=8395000 instr=0 addr=0x0000113c wstrb=0xf wdata=0x0000000f rdata=0x00000000 trap=0
t=8425000 instr=1 addr=0x000002a8 wstrb=0x0 wdata=0x0000000f rdata=0x14552023 trap=0
t=8445000 instr=0 addr=0x00000640 wstrb=0x0 wdata=0x0000000f rdata=0x00000006 trap=0
t=8475000 instr=1 addr=0x000002ac wstrb=0x0 wdata=0x0000000f rdata=0x0445a283 trap=0
t=8495000 instr=0 addr=0x00001140 wstrb=0xf wdata=0x00000006 rdata=0x00000000 trap=0
t=8525000 instr=1 addr=0x000002b0 wstrb=0x0 wdata=0x00000006 rdata=0x14552223 trap=0
t=8545000 instr=0 addr=0x00000644 wstrb=0x0 wdata=0x00000006 rdata=0x00000008 trap=0
t=8575000 instr=1 addr=0x000002b4 wstrb=0x0 wdata=0x00000006 rdata=0x0485a283 trap=0
t=8595000 instr=0 addr=0x00001144 wstrb=0xf wdata=0x00000008 rdata=0x00000000 trap=0
t=8625000 instr=1 addr=0x000002b8 wstrb=0x0 wdata=0x00000008 rdata=0x14552423 trap=0
t=8645000 instr=0 addr=0x00000648 wstrb=0x0 wdata=0x00000008 rdata=0x0000000a trap=0
t=8675000 instr=1 addr=0x000002bc wstrb=0x0 wdata=0x00000008 rdata=0x04c5a283 trap=0
t=8695000 instr=0 addr=0x00001148 wstrb=0xf wdata=0x0000000a rdata=0x00000000 trap=0
t=8725000 instr=1 addr=0x000002c0 wstrb=0x0 wdata=0x0000000a rdata=0x14552623 trap=0
t=8745000 instr=0 addr=0x0000064c wstrb=0x0 wdata=0x0000000a rdata=0x00000009 trap=0
t=8775000 instr=1 addr=0x000002c4 wstrb=0x0 wdata=0x0000000a rdata=0x0505a283 trap=0
t=8795000 instr=0 addr=0x0000114c wstrb=0xf wdata=0x00000009 rdata=0x00000000 trap=0
t=8825000 instr=1 addr=0x000002c8 wstrb=0x0 wdata=0x00000009 rdata=0x14552823 trap=0
t=8845000 instr=0 addr=0x00000650 wstrb=0x0 wdata=0x00000009 rdata=0x00000009 trap=0
t=8875000 instr=1 addr=0x000002cc wstrb=0x0 wdata=0x00000009 rdata=0x0545a283 trap=0
t=8895000 instr=0 addr=0x00001150 wstrb=0xf wdata=0x00000009 rdata=0x00000000 trap=0
t=8925000 instr=1 addr=0x000002d0 wstrb=0x0 wdata=0x00000009 rdata=0x14552a23 trap=0
t=8945000 instr=0 addr=0x00000654 wstrb=0x0 wdata=0x00000009 rdata=0x0000000c trap=0
t=8975000 instr=1 addr=0x000002d4 wstrb=0x0 wdata=0x00000009 rdata=0x0585a283 trap=0
t=8995000 instr=0 addr=0x00001154 wstrb=0xf wdata=0x0000000c rdata=0x00000000 trap=0
t=9025000 instr=1 addr=0x000002d8 wstrb=0x0 wdata=0x0000000c rdata=0x14552c23 trap=0
t=9045000 instr=0 addr=0x00000658 wstrb=0x0 wdata=0x0000000c rdata=0x0000000a trap=0
t=9075000 instr=1 addr=0x000002dc wstrb=0x0 wdata=0x0000000c rdata=0x05c5a283 trap=0
t=9095000 instr=0 addr=0x00001158 wstrb=0xf wdata=0x0000000a rdata=0x00000000 trap=0
t=9125000 instr=1 addr=0x000002e0 wstrb=0x0 wdata=0x0000000a rdata=0x14552e23 trap=0
t=9145000 instr=0 addr=0x0000065c wstrb=0x0 wdata=0x0000000a rdata=0x00000008 trap=0
t=9175000 instr=1 addr=0x000002e4 wstrb=0x0 wdata=0x0000000a rdata=0x0605a283 trap=0
t=9195000 instr=0 addr=0x0000115c wstrb=0xf wdata=0x00000008 rdata=0x00000000 trap=0
t=9225000 instr=1 addr=0x000002e8 wstrb=0x0 wdata=0x00000008 rdata=0x16552023 trap=0
t=9245000 instr=0 addr=0x00000660 wstrb=0x0 wdata=0x00000008 rdata=0x0000000a trap=0
t=9275000 instr=1 addr=0x000002ec wstrb=0x0 wdata=0x00000008 rdata=0x0645a283 trap=0
t=9295000 instr=0 addr=0x00001160 wstrb=0xf wdata=0x0000000a rdata=0x00000000 trap=0
t=9325000 instr=1 addr=0x000002f0 wstrb=0x0 wdata=0x0000000a rdata=0x16552223 trap=0
t=9345000 instr=0 addr=0x00000664 wstrb=0x0 wdata=0x0000000a rdata=0x00000004 trap=0
t=9375000 instr=1 addr=0x000002f4 wstrb=0x0 wdata=0x0000000a rdata=0x0685a283 trap=0
t=9395000 instr=0 addr=0x00001164 wstrb=0xf wdata=0x00000004 rdata=0x00000000 trap=0
t=9425000 instr=1 addr=0x000002f8 wstrb=0x0 wdata=0x00000004 rdata=0x16552423 trap=0
t=9445000 instr=0 addr=0x00000668 wstrb=0x0 wdata=0x00000004 rdata=0x00000010 trap=0
t=9475000 instr=1 addr=0x000002fc wstrb=0x0 wdata=0x00000004 rdata=0x06c5a283 trap=0
t=9495000 instr=0 addr=0x00001168 wstrb=0xf wdata=0x00000010 rdata=0x00000000 trap=0
t=9525000 instr=1 addr=0x00000300 wstrb=0x0 wdata=0x00000010 rdata=0x16552623 trap=0
t=9545000 instr=0 addr=0x0000066c wstrb=0x0 wdata=0x00000010 rdata=0x00000002 trap=0
t=9575000 instr=1 addr=0x00000304 wstrb=0x0 wdata=0x00000010 rdata=0x0705a283 trap=0
t=9595000 instr=0 addr=0x0000116c wstrb=0xf wdata=0x00000002 rdata=0x00000000 trap=0
t=9625000 instr=1 addr=0x00000308 wstrb=0x0 wdata=0x00000002 rdata=0x16552823 trap=0
t=9645000 instr=0 addr=0x00000670 wstrb=0x0 wdata=0x00000002 rdata=0x00000010 trap=0
t=9675000 instr=1 addr=0x0000030c wstrb=0x0 wdata=0x00000002 rdata=0x0745a283 trap=0
t=9695000 instr=0 addr=0x00001170 wstrb=0xf wdata=0x00000010 rdata=0x00000000 trap=0
t=9725000 instr=1 addr=0x00000310 wstrb=0x0 wdata=0x00000010 rdata=0x16552a23 trap=0
t=9745000 instr=0 addr=0x00000674 wstrb=0x0 wdata=0x00000010 rdata=0x00000001 trap=0
t=9775000 instr=1 addr=0x00000314 wstrb=0x0 wdata=0x00000010 rdata=0x0785a283 trap=0
t=9795000 instr=0 addr=0x00001174 wstrb=0xf wdata=0x00000001 rdata=0x00000000 trap=0
t=9825000 instr=1 addr=0x00000318 wstrb=0x0 wdata=0x00000001 rdata=0x16552c23 trap=0
t=9845000 instr=0 addr=0x00000678 wstrb=0x0 wdata=0x00000001 rdata=0x00000002 trap=0
t=9875000 instr=1 addr=0x0000031c wstrb=0x0 wdata=0x00000001 rdata=0x07c5a283 trap=0
t=9895000 instr=0 addr=0x00001178 wstrb=0xf wdata=0x00000002 rdata=0x00000000 trap=0
t=9925000 instr=1 addr=0x00000320 wstrb=0x0 wdata=0x00000002 rdata=0x16552e23 trap=0
t=9945000 instr=0 addr=0x0000067c wstrb=0x0 wdata=0x00000002 rdata=0x00000009 trap=0
t=9975000 instr=1 addr=0x00000324 wstrb=0x0 wdata=0x00000002 rdata=0x0805a283 trap=0
t=9995000 instr=0 addr=0x0000117c wstrb=0xf wdata=0x00000009 rdata=0x00000000 trap=0
t=10025000 instr=1 addr=0x00000328 wstrb=0x0 wdata=0x00000009 rdata=0x18552023 trap=0
t=10045000 instr=0 addr=0x00000680 wstrb=0x0 wdata=0x00000009 rdata=0x00000006 trap=0
t=10075000 instr=1 addr=0x0000032c wstrb=0x0 wdata=0x00000009 rdata=0x0845a283 trap=0
t=10095000 instr=0 addr=0x00001180 wstrb=0xf wdata=0x00000006 rdata=0x00000000 trap=0
t=10125000 instr=1 addr=0x00000330 wstrb=0x0 wdata=0x00000006 rdata=0x18552223 trap=0
t=10145000 instr=0 addr=0x00000684 wstrb=0x0 wdata=0x00000006 rdata=0x00000001 trap=0
t=10175000 instr=1 addr=0x00000334 wstrb=0x0 wdata=0x00000006 rdata=0x0885a283 trap=0
t=10195000 instr=0 addr=0x00001184 wstrb=0xf wdata=0x00000001 rdata=0x00000000 trap=0
t=10225000 instr=1 addr=0x00000338 wstrb=0x0 wdata=0x00000001 rdata=0x18552423 trap=0
t=10245000 instr=0 addr=0x00000688 wstrb=0x0 wdata=0x00000001 rdata=0x0000000f trap=0
t=10275000 instr=1 addr=0x0000033c wstrb=0x0 wdata=0x00000001 rdata=0x08c5a283 trap=0
t=10295000 instr=0 addr=0x00001188 wstrb=0xf wdata=0x0000000f rdata=0x00000000 trap=0
t=10325000 instr=1 addr=0x00000340 wstrb=0x0 wdata=0x0000000f rdata=0x18552623 trap=0
t=10345000 instr=0 addr=0x0000068c wstrb=0x0 wdata=0x0000000f rdata=0x00000008 trap=0
t=10375000 instr=1 addr=0x00000344 wstrb=0x0 wdata=0x0000000f rdata=0x0905a283 trap=0
t=10395000 instr=0 addr=0x0000118c wstrb=0xf wdata=0x00000008 rdata=0x00000000 trap=0
t=10425000 instr=1 addr=0x00000348 wstrb=0x0 wdata=0x00000008 rdata=0x18552823 trap=0
t=10445000 instr=0 addr=0x00000690 wstrb=0x0 wdata=0x00000008 rdata=0x00000002 trap=0
t=10475000 instr=1 addr=0x0000034c wstrb=0x0 wdata=0x00000008 rdata=0x0945a283 trap=0
t=10495000 instr=0 addr=0x00001190 wstrb=0xf wdata=0x00000002 rdata=0x00000000 trap=0
t=10525000 instr=1 addr=0x00000350 wstrb=0x0 wdata=0x00000002 rdata=0x18552a23 trap=0
t=10545000 instr=0 addr=0x00000694 wstrb=0x0 wdata=0x00000002 rdata=0x00000002 trap=0
t=10575000 instr=1 addr=0x00000354 wstrb=0x0 wdata=0x00000002 rdata=0x0985a283 trap=0
t=10595000 instr=0 addr=0x00001194 wstrb=0xf wdata=0x00000002 rdata=0x00000000 trap=0
t=10625000 instr=1 addr=0x00000358 wstrb=0x0 wdata=0x00000002 rdata=0x18552c23 trap=0
t=10645000 instr=0 addr=0x00000698 wstrb=0x0 wdata=0x00000002 rdata=0x00000010 trap=0
t=10675000 instr=1 addr=0x0000035c wstrb=0x0 wdata=0x00000002 rdata=0x09c5a283 trap=0
t=10695000 instr=0 addr=0x00001198 wstrb=0xf wdata=0x00000010 rdata=0x00000000 trap=0
t=10725000 instr=1 addr=0x00000360 wstrb=0x0 wdata=0x00000010 rdata=0x18552e23 trap=0
t=10745000 instr=0 addr=0x0000069c wstrb=0x0 wdata=0x00000010 rdata=0x0000000c trap=0
t=10775000 instr=1 addr=0x00000364 wstrb=0x0 wdata=0x00000010 rdata=0x0a05a283 trap=0
t=10795000 instr=0 addr=0x0000119c wstrb=0xf wdata=0x0000000c rdata=0x00000000 trap=0
t=10825000 instr=1 addr=0x00000368 wstrb=0x0 wdata=0x0000000c rdata=0x1a552023 trap=0
t=10845000 instr=0 addr=0x000006a0 wstrb=0x0 wdata=0x0000000c rdata=0x00000001 trap=0
t=10875000 instr=1 addr=0x0000036c wstrb=0x0 wdata=0x0000000c rdata=0x0a45a283 trap=0
t=10895000 instr=0 addr=0x000011a0 wstrb=0xf wdata=0x00000001 rdata=0x00000000 trap=0
t=10925000 instr=1 addr=0x00000370 wstrb=0x0 wdata=0x00000001 rdata=0x1a552223 trap=0
t=10945000 instr=0 addr=0x000006a4 wstrb=0x0 wdata=0x00000001 rdata=0x00000005 trap=0
t=10975000 instr=1 addr=0x00000374 wstrb=0x0 wdata=0x00000001 rdata=0x0a85a283 trap=0
t=10995000 instr=0 addr=0x000011a4 wstrb=0xf wdata=0x00000005 rdata=0x00000000 trap=0
t=11025000 instr=1 addr=0x00000378 wstrb=0x0 wdata=0x00000005 rdata=0x1a552423 trap=0
t=11045000 instr=0 addr=0x000006a8 wstrb=0x0 wdata=0x00000005 rdata=0x00000003 trap=0
t=11075000 instr=1 addr=0x0000037c wstrb=0x0 wdata=0x00000005 rdata=0x0ac5a283 trap=0
t=11095000 instr=0 addr=0x000011a8 wstrb=0xf wdata=0x00000003 rdata=0x00000000 trap=0
t=11125000 instr=1 addr=0x00000380 wstrb=0x0 wdata=0x00000003 rdata=0x1a552623 trap=0
t=11145000 instr=0 addr=0x000006ac wstrb=0x0 wdata=0x00000003 rdata=0x00000010 trap=0
t=11175000 instr=1 addr=0x00000384 wstrb=0x0 wdata=0x00000003 rdata=0x0b05a283 trap=0
t=11195000 instr=0 addr=0x000011ac wstrb=0xf wdata=0x00000010 rdata=0x00000000 trap=0
t=11225000 instr=1 addr=0x00000388 wstrb=0x0 wdata=0x00000010 rdata=0x1a552823 trap=0
t=11245000 instr=0 addr=0x000006b0 wstrb=0x0 wdata=0x00000010 rdata=0x0000000f trap=0
t=11275000 instr=1 addr=0x0000038c wstrb=0x0 wdata=0x00000010 rdata=0x0b45a283 trap=0
t=11295000 instr=0 addr=0x000011b0 wstrb=0xf wdata=0x0000000f rdata=0x00000000 trap=0
t=11325000 instr=1 addr=0x00000390 wstrb=0x0 wdata=0x0000000f rdata=0x1a552a23 trap=0
t=11345000 instr=0 addr=0x000006b4 wstrb=0x0 wdata=0x0000000f rdata=0x00000004 trap=0
t=11375000 instr=1 addr=0x00000394 wstrb=0x0 wdata=0x0000000f rdata=0x0b85a283 trap=0
t=11395000 instr=0 addr=0x000011b4 wstrb=0xf wdata=0x00000004 rdata=0x00000000 trap=0
t=11425000 instr=1 addr=0x00000398 wstrb=0x0 wdata=0x00000004 rdata=0x1a552c23 trap=0
t=11445000 instr=0 addr=0x000006b8 wstrb=0x0 wdata=0x00000004 rdata=0x00000008 trap=0
t=11475000 instr=1 addr=0x0000039c wstrb=0x0 wdata=0x00000004 rdata=0x0bc5a283 trap=0
t=11495000 instr=0 addr=0x000011b8 wstrb=0xf wdata=0x00000008 rdata=0x00000000 trap=0
t=11525000 instr=1 addr=0x000003a0 wstrb=0x0 wdata=0x00000008 rdata=0x1a552e23 trap=0
t=11545000 instr=0 addr=0x000006bc wstrb=0x0 wdata=0x00000008 rdata=0x00000001 trap=0
t=11575000 instr=1 addr=0x000003a4 wstrb=0x0 wdata=0x00000008 rdata=0x0c05a283 trap=0
t=11595000 instr=0 addr=0x000011bc wstrb=0xf wdata=0x00000001 rdata=0x00000000 trap=0
t=11625000 instr=1 addr=0x000003a8 wstrb=0x0 wdata=0x00000001 rdata=0x1c552023 trap=0
t=11645000 instr=0 addr=0x000006c0 wstrb=0x0 wdata=0x00000001 rdata=0x00000010 trap=0
t=11675000 instr=1 addr=0x000003ac wstrb=0x0 wdata=0x00000001 rdata=0x0c45a283 trap=0
t=11695000 instr=0 addr=0x000011c0 wstrb=0xf wdata=0x00000010 rdata=0x00000000 trap=0
t=11725000 instr=1 addr=0x000003b0 wstrb=0x0 wdata=0x00000010 rdata=0x1c552223 trap=0
t=11745000 instr=0 addr=0x000006c4 wstrb=0x0 wdata=0x00000010 rdata=0x00000005 trap=0
t=11775000 instr=1 addr=0x000003b4 wstrb=0x0 wdata=0x00000010 rdata=0x0c85a283 trap=0
t=11795000 instr=0 addr=0x000011c4 wstrb=0xf wdata=0x00000005 rdata=0x00000000 trap=0
t=11825000 instr=1 addr=0x000003b8 wstrb=0x0 wdata=0x00000005 rdata=0x1c552423 trap=0
t=11845000 instr=0 addr=0x000006c8 wstrb=0x0 wdata=0x00000005 rdata=0x00000008 trap=0
t=11875000 instr=1 addr=0x000003bc wstrb=0x0 wdata=0x00000005 rdata=0x0cc5a283 trap=0
t=11895000 instr=0 addr=0x000011c8 wstrb=0xf wdata=0x00000008 rdata=0x00000000 trap=0
t=11925000 instr=1 addr=0x000003c0 wstrb=0x0 wdata=0x00000008 rdata=0x1c552623 trap=0
t=11945000 instr=0 addr=0x000006cc wstrb=0x0 wdata=0x00000008 rdata=0x0000000f trap=0
t=11975000 instr=1 addr=0x000003c4 wstrb=0x0 wdata=0x00000008 rdata=0x0d05a283 trap=0
t=11995000 instr=0 addr=0x000011cc wstrb=0xf wdata=0x0000000f rdata=0x00000000 trap=0
t=12025000 instr=1 addr=0x000003c8 wstrb=0x0 wdata=0x0000000f rdata=0x1c552823 trap=0
t=12045000 instr=0 addr=0x000006d0 wstrb=0x0 wdata=0x0000000f rdata=0x00000010 trap=0
t=12075000 instr=1 addr=0x000003cc wstrb=0x0 wdata=0x0000000f rdata=0x0d45a283 trap=0
t=12095000 instr=0 addr=0x000011d0 wstrb=0xf wdata=0x00000010 rdata=0x00000000 trap=0
t=12125000 instr=1 addr=0x000003d0 wstrb=0x0 wdata=0x00000010 rdata=0x1c552a23 trap=0
t=12145000 instr=0 addr=0x000006d4 wstrb=0x0 wdata=0x00000010 rdata=0x00000010 trap=0
t=12175000 instr=1 addr=0x000003d4 wstrb=0x0 wdata=0x00000010 rdata=0x0d85a283 trap=0
t=12195000 instr=0 addr=0x000011d4 wstrb=0xf wdata=0x00000010 rdata=0x00000000 trap=0
t=12225000 instr=1 addr=0x000003d8 wstrb=0x0 wdata=0x00000010 rdata=0x1c552c23 trap=0
t=12245000 instr=0 addr=0x000006d8 wstrb=0x0 wdata=0x00000010 rdata=0x0000000d trap=0
t=12275000 instr=1 addr=0x000003dc wstrb=0x0 wdata=0x00000010 rdata=0x0dc5a283 trap=0
t=12295000 instr=0 addr=0x000011d8 wstrb=0xf wdata=0x0000000d rdata=0x00000000 trap=0
t=12325000 instr=1 addr=0x000003e0 wstrb=0x0 wdata=0x0000000d rdata=0x1c552e23 trap=0
t=12345000 instr=0 addr=0x000006dc wstrb=0x0 wdata=0x0000000d rdata=0x0000000c trap=0
t=12375000 instr=1 addr=0x000003e4 wstrb=0x0 wdata=0x0000000d rdata=0x0e05a283 trap=0
t=12395000 instr=0 addr=0x000011dc wstrb=0xf wdata=0x0000000c rdata=0x00000000 trap=0
t=12425000 instr=1 addr=0x000003e8 wstrb=0x0 wdata=0x0000000c rdata=0x1e552023 trap=0
t=12445000 instr=0 addr=0x000006e0 wstrb=0x0 wdata=0x0000000c rdata=0x00000009 trap=0
t=12475000 instr=1 addr=0x000003ec wstrb=0x0 wdata=0x0000000c rdata=0x0e45a283 trap=0
t=12495000 instr=0 addr=0x000011e0 wstrb=0xf wdata=0x00000009 rdata=0x00000000 trap=0
t=12525000 instr=1 addr=0x000003f0 wstrb=0x0 wdata=0x00000009 rdata=0x1e552223 trap=0
t=12545000 instr=0 addr=0x000006e4 wstrb=0x0 wdata=0x00000009 rdata=0x0000000a trap=0
t=12575000 instr=1 addr=0x000003f4 wstrb=0x0 wdata=0x00000009 rdata=0x0e85a283 trap=0
t=12595000 instr=0 addr=0x000011e4 wstrb=0xf wdata=0x0000000a rdata=0x00000000 trap=0
t=12625000 instr=1 addr=0x000003f8 wstrb=0x0 wdata=0x0000000a rdata=0x1e552423 trap=0
t=12645000 instr=0 addr=0x000006e8 wstrb=0x0 wdata=0x0000000a rdata=0x0000000d trap=0
t=12675000 instr=1 addr=0x000003fc wstrb=0x0 wdata=0x0000000a rdata=0x0ec5a283 trap=0
t=12695000 instr=0 addr=0x000011e8 wstrb=0xf wdata=0x0000000d rdata=0x00000000 trap=0
t=12725000 instr=1 addr=0x00000400 wstrb=0x0 wdata=0x0000000d rdata=0x1e552623 trap=0
t=12745000 instr=0 addr=0x000006ec wstrb=0x0 wdata=0x0000000d rdata=0x00000004 trap=0
t=12775000 instr=1 addr=0x00000404 wstrb=0x0 wdata=0x0000000d rdata=0x0f05a283 trap=0
